"x","y"
2518,8393
3154,7874
3010,8429
3574,8023
3778,8168
4250,8338
2724,8318
3520,7653
3404,8433
3095,9017
4041,7654
3663,7635
2913,8150
4138,7742
3128,8167
3389,7735
2820,9008
2546,8420
3131,7528
2633,8155
2622,8513
4046,7624
2975,8270
2626,7555
2765,8250
2867,8835
3430,7664
3312,8225
3172,8204
3658,8295
2903,7782
2944,8776
3514,8501
3593,8117
3225,7753
3130,8055
3558,8167
3720,8039
2856,7917
3647,8021
4109,7856
3137,8749
3561,8217
3308,7813
3139,7883
3393,8429
3021,7795
3163,7629
3568,8199
2972,7962
3769,7882
2533,8448
3737,8042
3653,7870
2614,9006
2997,8438
2764,8417
2693,8320
3353,8356
3143,7579
3309,7923
2656,8157
4067,7610
3612,7707
3793,8565
3824,7538
3141,8084
3605,7881
4167,8340
3616,8971
2638,8689
3009,8065
2853,7840
3084,8685
3318,7823
4233,8346
3435,8958
4159,8016
3505,7898
2619,8947
2951,8242
2621,8327
2852,7557
3901,8124
2956,7781
3052,8584
3748,8169
2776,7953
3190,8087
2923,8321
3179,8131
3031,9006
3781,8583
3047,7947
3602,8748
3328,7621
2533,8760
2665,8485
3083,8553
3362,8350
3491,8513
3534,8322
3408,7671
3300,7925
3380,8090
2701,8339
2924,8106
2603,8522
3956,8516
2734,8710
3755,8073
2846,8287
4118,7723
3191,7631
3569,7554
3554,8857
3749,8155
3758,8151
3860,8524
3578,7513
3735,8068
2541,8217
4091,7950
3633,8268
2519,8507
3406,8335
4118,7740
2924,8125
3211,7755
3133,7904
3174,8314
2646,8489
3360,8387
2869,7806
3137,7505
3728,8047
3474,8502
3146,8943
3629,7885
2772,8395
3478,7925
2958,8772
3344,7651
3327,8236
4010,8559
3569,7531
2619,8531
2891,7501
2579,8612
3557,8842
3340,8049
4181,8329
3306,7914
3610,9059
3641,8030
3035,7953
3602,8114
3640,7874
3789,8643
3178,8257
2938,8761
2770,8405
3160,8002
3963,8042
2832,8304
3515,7818
4059,7905
3738,7877
4138,7985
3477,7969
4153,7783
2847,9059
3575,8378
3117,9005
3578,7795
3799,8541
3785,8619
2982,8258
3171,8110
3158,8113
3301,8018
2871,8856
2797,8591
2874,8876
3925,8115
3777,8550
3806,8669
3169,8134
2776,8698
3589,8388
3151,8187
3833,7546
2778,8244
4178,8008
2887,8872
3494,7812
4095,7870
3097,8847
3541,8802
2635,8342
4102,7964
3696,7863
2941,8099
3574,8361
3957,8087
3088,8864
3728,8775
2790,8456
4137,8397
3133,8025
3029,8312
2815,8998
2686,8334
3687,8032
2896,7647
3200,8000
4107,7728
2962,8785
3553,8191
2722,8334
3574,8036
3600,7903
3187,8265
4135,7751
2945,8226
3974,8103
3589,8138
3801,8501
3057,8148
3725,7650
2933,8957
4217,8347
3666,8275
2830,7970
2924,8155
3071,8127
3187,8011
3107,8147
3672,9010
3041,8106
2975,8497
3469,8303
3514,7636
3180,8288
3030,9049
2757,8702
2882,8805
3564,8772
2513,8735
3607,8034
2932,8168
3158,8197
3284,8719
3948,8060
2803,8646
2565,9061
3575,7672
2944,8971
4070,7945
3656,7877
2811,8637
3072,7839
3565,7805
3559,8501
3743,8781
2995,9037
2848,8082
3178,8218
3826,8498
3389,9030
3676,8039
2909,7762
4074,7726
3606,8956
3757,7875
3532,9029
3017,8294
2988,9025
2828,9016
2994,8291
3115,8334
3005,8050
4170,7787
3151,7610
2797,7968
2669,8918
2962,8989
3782,8598
3865,7631
3547,9041
2646,7957
2750,7943
3865,8119
2934,7792
2922,8775
2976,8775
2507,8381
3891,7628
3806,8090
3207,8178
3950,8044
3142,7539
3289,7915
3468,8989
3413,7772
3163,7909
2689,8914
3281,8217
3193,7656
3062,9054
4196,8360
2731,8922
3015,8461
3618,7751
3288,8644
2891,8298
4090,8582
4093,7734
3431,7678
4116,8485
2573,9037
3239,7680
3642,8113
4141,7551
3229,7625
3020,9018
4179,7540
3820,7629
2689,8484
4121,8416
3235,8737
3585,9060
3273,7925
2521,8484
3152,8990
3951,8026
2589,8625
3125,8154
3726,8293
3145,8972
2859,8012
2550,9068
3168,8096
3609,8127
3067,8105
2876,8293
3776,8290
2926,8306
3818,7650
3381,7700
3652,8041
2668,8713
4162,8364
2515,8900
3009,9035
4150,7542
3364,8204
2693,8715
3618,8111
3146,8915
4186,7784
3299,8812
4012,8589
3978,8527
3090,9053
3002,9018
3568,8224
3708,8032
3167,8305
3664,8759
3255,8656
3825,8099
3374,8102
2846,8328
3652,9000
4178,8296
3365,8326
3519,7997
3692,8067
3292,7698
3531,7809
3963,8057
2980,8376
3511,8314
2835,9033
4193,8013
3938,8108
3813,8283
4132,7561
4101,7589
3056,8605
3715,8120
3831,7897
3400,8706
3554,8522
3237,8038
3342,7570
3389,8118
4188,8060
3093,8536
3523,8520
3021,8447
2535,8874
2808,8479
4203,8082
3613,8761
3712,8772
3233,8010
3003,7798
3540,7644
3566,8149
3445,8318
2726,8199
3817,8687
3433,8332
3001,8452
2532,8255
3167,7582
2793,8963
2682,8314
3481,8996
3578,9014
3649,8265
3055,8812
2995,8491
3594,8482
3085,8831
2581,8577
3052,9041
3358,8164
3050,8626
2585,8997
3498,9012
3171,7531
3517,9022
2807,8982
2775,8938
3753,8280
2994,8988
3578,8931
3819,7524
3844,8763
3794,7889
3769,8252
3354,8117
3967,8070
3614,8498
2938,8507
2752,8931
2897,7885
3816,8767
3240,8196
3912,8510
3614,7605
2737,8288
3135,8708
3036,8800
3120,8550
3681,8107
3832,8528
3261,8799
3674,8405
3131,8797
3271,7725
3285,8560
2826,8755
2593,8794
3661,8406
3513,7527
2935,8655
4027,8023
3917,7690
3128,8808
3019,8647
3703,8520
2512,8014
2797,8872
3888,7886
2582,8712
3336,8479
3683,8561
3192,8445
2927,8673
2842,8756
3342,8606
3757,8363
3638,7659
3179,8446
3624,8387
2947,8651
3215,8856
3142,8808
3341,8263
2957,8650
3011,8687
3418,8267
2854,8760
2910,8665
2640,8748
3883,8221
3383,8683
2692,8794
3786,8423
4023,8008
2887,8702
2797,8777
2610,8884
3460,7569
3334,8470
3423,7587
3345,8486
3522,8130
3960,8165
3468,7513
2902,8644
3936,8272
3361,8517
3673,7686
3372,8631
3380,8694
3062,8380
3634,8367
3867,8220
3671,7783
3665,7752
3881,7671
2505,8626
2877,8707
3971,7887
2666,8786
3098,8776
3022,8731
3689,8431
2747,8845
3115,8822
3454,8119
3111,8795
3719,8427
2622,8759
3661,8373
2546,8665
2866,8556
3710,8539
4011,7950
2831,8565
3693,8536
3786,7719
2748,8832
3326,8274
3911,7877
2984,8616
3390,7544
3048,8740
2624,8451
3491,8087
3350,8619
3627,7651
2501,8610
2865,8723
2670,7872
3847,7732
3509,8138
2811,8547
3404,8249
2709,8762
3747,7768
2936,8588
2646,7874
3934,8200
2611,8806
3418,7550
3491,8209
3719,8512
3488,7584
3256,8378
3878,8178
3439,8209
3348,7792
3863,7725
2729,8832
3276,8365
3236,8838
2589,8748
3054,8426
3388,8642
3929,7710
3822,7689
3655,7658
3962,8212
3121,8375
3863,8185
3743,8383
2832,8908
3307,8281
3920,8329
3195,8467
3502,8219
3699,7778
3402,7939
3400,8674
3894,7754
3676,8427
4024,7932
3090,8384
3816,7709
3782,7827
3375,7839
2657,8838
3432,7601
2679,8864
3882,8367
3420,8238
3647,8420
2958,8711
3458,8203
3371,8747
3752,7700
2767,8815
3899,8209
3949,7881
3513,8090
3076,8790
2914,8708
3915,8185
2627,8812
3407,8516
3398,8608
3932,7903
3793,7709
3487,8580
3174,8385
2565,8510
3852,8197
3853,7839
3920,7761
3309,8485
2866,7734
3105,8396
3444,7537
3764,7709
3936,8284
3824,8132
2862,8585
3267,8388
3041,8015
3321,8626
2802,8833
3658,8444
3274,8283
3503,8249
2999,8697
3950,7848
3160,8432
3998,7966
3887,7818
3181,8811
2976,8708
3989,7913
3924,7852
3424,7570
3936,8231
2535,8615
2718,8815
3805,8344
3186,8364
3103,8410
2779,8770
2542,8570
2955,8593
3075,8436
3230,8394
3646,8378
3671,7723
3743,8403
2608,8777
3906,8274
3000,8598
3517,8628
3338,8505
3519,8111
3267,8441
2656,8805
3414,8772
3071,8741
2899,8585
2629,8845
3350,8749
2888,8636
2535,8635
3472,8120
3338,8548
3300,8420
3836,8194
3774,7771
3920,8214
3956,7934
2893,8566
3655,8556
3650,7717
3461,8245
3377,8727
3248,8455
2867,8649
2617,8739
3702,8448
4042,7825
3361,8669
3817,7828
3440,8245
3455,8623
3958,7958
3960,8197
2979,8631
2889,8617
3448,7587
3498,8107
3980,7967
2845,8552
3864,8143
3354,8640
3744,7826
3670,8520
2989,8568
2817,8866
3835,7705
2827,8887
3310,8607
3311,8551
2924,8690
3720,8473
3652,8615
2813,8204
3321,7945
3737,8532
2847,7760
2712,8421
2765,8773
3419,8916
2507,8004
3308,8624
3365,8562
2717,7875
3659,8358
3540,8655
3691,8721
2813,8819
3288,7721
4025,8230
3492,8648
2550,8594
2514,8151
2599,8762
3622,8557
3653,8580
3914,7771
3307,8796
3395,8655
3456,8159
2596,8437
2861,8984
2673,8406
3407,8909
3454,8134
3541,8607
2597,8405
3401,8790
3505,8648
2581,8120
2637,7887
2816,8811
3622,8580
3294,8842
3430,8574
3427,8223
3533,7572
3398,8757
2784,8850
3405,7575
3728,8526
3974,8343
3473,8739
2917,8651
2520,8054
2843,8161
2853,8732
3416,8814
3421,7871
3402,8811
2660,7609
2525,8070
4036,8230
2734,7802
3304,7949
3446,8555
2863,8681
3358,8692
3280,8851
4104,8004
3680,8375
3342,8699
2863,8637
3420,8550
2574,8389
3517,8282
3672,8354
3290,8378
2798,7851
3412,7599
3120,8429
3303,8865
3904,7801
3340,8810
3315,7735
4036,7786
3443,8807
2857,8785
3904,7822
3054,8491
3383,8658
3904,8240
2717,8404
3245,9010
2594,8047
2976,8650
2601,8095
3252,8504
3199,7954
3719,7774
3418,8696
2852,8700
3401,8276
3472,8719
3689,8694
3673,8627
3345,8681
3110,7852
2775,8832
3434,8684
2743,8772
3273,8907
2637,7915
3698,8732
3666,8567
3456,8725
4025,7786
3281,8923
2644,8819
3424,8108
4007,8266
4050,8039
3824,7800
2512,7979
3830,8426
2931,9030
3963,7689
3637,8568
2894,8688
3480,8673
3941,7922
3848,8309
3390,8772
3721,8382
3309,8977
3494,8284
3956,8463
3430,8834
3903,7708
3967,7575
2653,8767
3293,8481
3267,8324
2757,8798
3851,7799
3051,7503
3247,8925
3503,8833
2853,8917
3575,8633
3278,8808
4012,8125
4066,8003
2928,8017
2578,7722
3536,8129
2996,7738
2591,8123
2664,7889
2885,8718
2801,8238
2783,7513
2872,7750
2539,8595
2799,7660
4004,8176
2710,7639
3346,7967
2849,7959
3202,7696
3324,7973
3649,8513
3371,7971
2835,8186
2906,8253
3337,8663
2594,8455
2713,7596
3018,8547
2595,7911
2603,7716
3402,8016
2909,8017
2611,7768
3731,7767
4036,7973
2573,7905
2827,7647
3392,8622
2944,8574
2619,7873
2504,8139
3745,7721
2890,7724
3477,8256
3347,7780
2801,8502
2550,7926
3010,7724
2861,8205
2665,8886
4053,8204
2536,7953
2931,8609
3211,8830
3245,7965
3454,8710
3448,8038
3429,8539
3418,7909
2558,7719
2782,8804
2645,8441
3915,8346
3215,8461
2817,8173
3863,7502
3363,8813
3255,8814
2634,8794
3864,7819
2751,8864
2879,8595
2905,8550
3212,8972
2627,7789
3210,8893
2832,8591
2831,8786
3196,8419
3074,7533
2795,7878
3051,7738
2937,7994
3508,8759
2880,8516
3719,7811
3623,8664
3536,7847
2697,8838
2521,8920
3030,8515
2832,8533
2666,8044
2647,8042
2667,8029
2646,8023
2653,8054
2676,8076
2669,8069
3939,7560
2954,8682
3889,7806
3898,8361
3613,7642
4172,8122
4194,8188
2697,7746
3742,7802
3685,8420
2611,8874
2587,8777
3354,8607
3258,8342
3249,8801
2600,8790
3482,7510
3330,7746
3953,7864
3526,7550
3151,8445
4062,7981
3455,7516
2565,8736
3764,8455
2699,8808
3886,8347
2997,8628
2821,8830
3881,8205
3414,7523
3834,8169
2833,8930
2785,8869
2763,8785
2744,8877
3658,8539
3091,8768
3006,8536
3742,8367
3532,8591
2598,8839
3527,8249
2588,7943
2737,8815
3730,8493
3071,8011
3531,8262
3031,8705
3466,8086
3234,8491
3670,7805
3373,8591
3265,8408
3271,8349
2551,8093
4023,7968
3621,8547
3464,8179
3484,8159
3224,8324
3479,8791
3495,8711
3687,7714
3469,8567
3840,8400
3887,8280
3474,7599
3839,8369
3876,7521
3077,8414
3937,7864
3838,7802
3504,7587
3133,7747
3503,7540
2972,7769
3108,8055
2749,7614
2843,7570
3644,8543
2873,7792
3129,7844
3413,7886
2591,7720
3189,8454
3644,9033
3442,8171
2545,8997
3435,8158
2994,8003
3955,7767
3933,7594
2713,8359
2811,8531
